name,time,commt,,
ABC News,28-Mar,"The cost of direct damage to Ukraine's infrastructure amid Russia's ongoing invasion has reached almost an estimated $63 billion, according to an analysis by the Kyiv School of Economics.",0,
ABC News,28-Mar,"Teachers, parents and older students came together to clear rubble and debris after a school was hit by a missile in Kharkiv, Ukraine. https://abcn.ws/3tNjKfB",0,
ABC News,28-Mar,"Nearly 4 million people have fled Ukraine to neighboring countries since Russian forces invaded the eastern European country on Feb. 24, according to the United Nations refugee agency.",0,
ABC News,28-Mar,"LATEST: At least 1,119 civilians have been killed and 1,790 others have been injured in Ukraine since Russian forces invaded on Feb. 24, according to the latest figures from the Office of the United Nations High Commissioner for Human Rights.",0,
ABC News,28-Mar,"THE NOTE: Pres. Biden’s words spark war within war, writes ",0,
ABC News,28-Mar,"LATEST: Russian Pres. Vladimir Putin may be seeking to split Ukraine in two after failing to seize the capital, Kyiv, according to the head of Ukraine's defense intelligence agency.",0,
ABC News,29-Mar,"NEW: Russian forces are ""drastically"" decreasing military activity around Kyiv and Chernihiv to try to improve trust and aid further talks with Ukraine, Russian Deputy Defense Minister Col. Gen. Alexander Fomin says.",0,
ABC News,29-Mar,"Ukraine warned its delegation against eating or drinking while attending in-person peace talks with Russian negotiators, amid fears of potential poisoning. https://abcn.ws/36XZEG8",0,
ABC News,29-Mar,"""People who are benefitting from his regime cannot benefit from sailing around London and the U.K. in ships like this.""",0,
ABC News,29-Mar,"Residents in Kyiv cleaned up debris and shattered windows as buildings, vehicles and electricity lines that were damaged in fighting during Russia's ongoing war against Ukraine. https://abcn.ws/3iIFseb",0,
ABC News,29-Mar,"Demonstrators in Istanbul protested against Russia's attacks on Ukraine, chanting and waving Ukrainian flags, as peace negotiations concluded in the city. https://abcn.ws/3DnqqEf",0,
ABC News,29-Mar,"LATEST: Ukraine is warning its delegation against eating or drinking while attending in-person peace talks with Russian negotiators, amid fears of potential poisoning. https://abcn.ws/36uFnbL",0,
ABC News,29-Mar,"LATEST: U.S. is seeing some movement of Russian troops away from Kyiv, as Russia has suggested, but does not view this as a withdrawal but rather a ""redeployment,"" a White House official tells ",0,
ABC News,29-Mar,NEW: White House releases readout of Pres. Biden's call with European leaders about Russia's war against Ukraine. https://abcn.ws/3Dpr58i,0,
ABC News,29-Mar,"Teachers, parents and older students came together to clear rubble and debris after a school was hit by a missile in Kharkiv, Ukraine. https://abcn.ws/35meCpe",0,
ABC News,29-Mar,"Pentagon dubious of Russian ""withdrawal"" north of Kyiv, expects troops will move to eastern Ukraine.",0,
ABC News,29-Mar,"LATEST: ""We believe that enough material has already been developed to involve the presidents of Ukraine and Russia in the talks,"" a Ukrainian negotiator says.",2,
ABC News,29-Mar,"The war has raised the specter of food shortages and political instability in countries reliant on Ukrainian wheat, including Indonesia, Egypt, Yemen and Lebanon.",0,
ABC News,29-Mar,Sec. of State Antony Blinken said the U.S. remains skeptical that Russia is engaging genuinely in negotiations with Ukraine to end its monthlong war against its neighbor.,1,
ABC News,29-Mar,The U.N. nuclear watchdog says its director-general has arrived in Ukraine for talks with senior government officials on delivering “urgent technical assistance” to ensure the safety of the country’s nuclear facilities.,0,
ABC News,30-Mar,Pres. Biden receives his second COVID-19 booster shot as reporters shout questions about Ukraine.,0,
ABC News,29-Mar,"""What you're seeing is this incredible solidarity of the Polish people,"" Warsaw Mayor ",0,
ABC News,30-Mar,RUSSIA-UKRAINE LATEST: https://abcn.ws/3IQq36k,0,
ABC News,30-Mar,"LATEST: Air raid sirens sounded off across almost all of Ukraine overnight and into early Wednesday, hours after Russia said it would scale back its military operations around Kyiv and Chernihiv. https://abcn.ws/3tP7efh",0,
ABC News,30-Mar,JUST IN: The U.N. refugee agency said Wednesday more than 4 million refugees have now fled Ukraine since Russia launched its war in the largest refugee crisis in Europe since World War II.,0,
ABC News,30-Mar,Russia’s pledge to scale back some military operations in Ukraine is drawing skepticism even as the two nations return Wednesday to talks that could produce a framework for ending the war.,0,
ABC News,30-Mar,"LATEST: U.S. intelligence says it believes Russian Pres. Putin is being misinformed by his advisers on his troops' performance in Ukraine ""because his senior advisors are too afraid to tell him the truth,"" a U.S. official tells ",0,
ABC News,30-Mar,"U.S. intelligence says it believes Vladimir Putin is being misinformed by his advisers on his troops' performance in Ukraine ""because his senior advisors are too afraid to tell him the truth,"" U.S. official tells ",0,
ABC News,30-Mar,"A NASA astronaut caught a Russian ride back to Earth on Wednesday after a U.S. record 355 days at the International Space Station, returning with two cosmonauts to a world torn apart by war. https://abcn.ws/3Dvuouv",0,
ABC News,30-Mar,"As the number of refugees is expected to grow while the conflict continues, Warsaw's mayor is calling on leaders around the world to assist with the refugee efforts.",0,
ABC News,30-Mar,Germany’s economy minister says he's triggering the early warning level for gas supplies amid Russia’s continued demand to be paid in rubles.,1,
ABC News,30-Mar,"The parents of Trevor Reed, a 30-year-old U.S. citizen and former Marine currently detained in Russia, demonstrated outside the White House to urge Pres. Biden to do more to bring their son home.",0,
CNN,1-Mar,"""Despite the fact that the war is taking place in Ukraine, it's essentially for values in life. For democracy and for freedom.""",0,
CNN,1-Mar,"""You're not coming to Kyiv ... because NATO is afraid of World War III, but it is already starting. And the Ukrainian children who are there [are] taking the hit."" ",0,
CNN,1-Mar,"A video shows Russian military strikes hit a television tower near Kyiv, affecting access to Ukrainian TV channels. The attack comes as Russia continues to warn of an escalation on Ukraine's capital city. CNN's chief international correspondent ",0,
CNN,1-Mar,"Some tech firms have offered financial support to workers, set up hotlines and arranged for travel or housing for those fleeing the escalating conflict, according to interviews and company statements",0,
CNN,1-Mar,"""What I’m concerned about is what’s gonna happen in the next 24 to 48 hours.”",0,
CNN,1-Mar,Listen to CNN's 5 Things podcast for the latest on these top stories:,0,
CNN,1-Mar,"""He and the Russian people are going to have a very difficult decision to make.""",0,
CNN,1-Mar,Russian President Vladimir Putin is trying to stem the flow of Western businesses fleeing the country over his decision to wage war on Ukraine,0,
CNN,28-Feb,"More than 500,000 refugees have fled Ukraine amid Russia's ongoing invasion, the United Nations Refugee Agency says. ",0,
CNN,1-Mar,One African medical student told CNN that she and other foreigners were ordered off the public transit bus at a checkpoint between Ukraine and Poland border,0,
CNN,1-Mar,"""This guy doesn't have a moral limit on what he will do.""",0,
CNN,28-Feb,"Cutting off exports to Russia will not be terribly costly to GM, though. GM only sells about 3,000 vehicles a year in Russia through 16 dealer locations there, according to a GM spokesperson.",0,
CNN,1-Mar,"Social media footage has played a key role in news coverage of the Russian invasion of Ukraine, revealing new attacks and military movements. But making sure the videos and images are real and accurate is important. Here's how our investigative team does it.",0,
CNN,28-Feb,The President hoped to spark a political reset at home with his first State of the Union address. A war in Europe changed those plans.,0,
CNN,1-Mar,"""The Batman,"" which is anticipated to be one of the biggest blockbusters of the year, won't hit theaters in Russia following the country's invasion of Ukraine last week",0,
CNN,1-Mar,"The thirteen soldiers on Ukraine's Snake Island who were feared dead after defiantly cursing at a Russian war ship are alive and being held prisoner in Crimea, according to the Ukrainian Military.",0,
CNN,28-Feb,"Law enforcement said the Russian invasion of Ukraine, potential protests of President Biden and a possible trucker convoy headed to the Washington area are all factoring into a heightened security response for the State of the Union address Tuesday night.",0,
CNN,1-Mar,"At least six people were injured, including a child, in an explosion in Ukraine's second biggest city, Kharkiv, Ukraine's State Emergency Service said in a Telegram post.",0,
CNN,1-Mar,"A global hunt for spare barrels of crude is underway as sanctions slam Russia, the world's second largest exporter, following its invasion of Ukraine.",1,
CNN,1-Mar,"A large explosion destroyed a government building in central Kharkiv, Ukraine, according to videos of the incident posted by the Ukrainian Ministry of Foreign Affairs and Ukrainian government officials.",0,
CNN,1-Mar,"Since Russian forces invaded Ukraine, many in the world have come together to protest the action.",0,
CNN,28-Feb,"RT, the Russia-backed media outlet infamous for promoting Vladimir Putin's talking points, has seen its influence significantly diminish in recent days as cable carriers and social media companies have taken swift measures to block its reach. https://cnn.it/3tjtvRa",0,
CNN,1-Mar,Watch how CNN geolocates and verifies social media footage from Ukraine https://cnn.it/3HvZ8vK,0,
CNN,28-Feb,"“The people of Kyiv are mobilizing. Across the capital, volunteers are pouring in, building up the city's defenses with whatever they can.” ",0,
CNN,1-Mar,"Russia is preparing to launch a “large-scale information and psychological operation” against Ukraine, Defense Minister Oleksiy Reznikov says. Follow live updates:",0,
CNN,1-Mar,Senior international correspondent ,0,
CNN,1-Mar,"DirecTV is cutting ties with RT, the Russia-backed television network infamous for promoting Vladimir Putin's agenda https://cnn.it/3IyP1aQ",0,
CNN,28-Feb,The price of diesel hit $4 a gallon over the weekend for the first time in nearly eight years. And that means US consumers will soon be paying more for a wide range of goods.,1,
CNN,1-Mar,Crucial period ahead for Kyiv as massive Russian column closes in on Ukraine's capital.,0,
CNN,28-Feb,"As the Russian invasion of Ukraine continues, foreign students attempting to leave the country say they are experiencing racist treatment by Ukrainian security forces and border officials.",0,
CNN,1-Mar,"First lady Jill Biden will host Ukraine Ambassador to the US Oksana Markarova in her box at Tuesday night's State of the Union address, among a number of other guests",0,
CNN,1-Mar,"Russia's invasion of Ukraine is causing wheat prices to spike, exacerbating already high food prices",0,
CNN,1-Mar,US oil prices jumped 7% on Tuesday and climbed above $102 a barrel for the first time in more than seven years amid growing worries about the Russia-Ukraine crisis https://cnn.it/35FhiOk,1,
CNN,1-Mar,"Apple has stopped selling all of its products in Russia, saying it's ""deeply concerned"" about the invasion of Ukraine",0,
CNN,1-Mar,"“They know they are losing this information war, and of course, this is coming from a country that has engaged in one of the most prolific disinformation campaigns we've ever seen.”",0,
CNN,1-Mar,"During his speech the President is expected to focus heavily on the conflict in Ukraine and acknowledge the economic challenges Americans have continued to face as a result of rising inflation, global supply-chain issues and higher prices at the gas pump",1,
CNN,1-Mar,Listen to CNN's 5 Things podcast for the latest on these stories & more:,0,
CNN,1-Mar,"Exclusive: Zelensky urges Biden to send a strong message on Russia at the State of the Union and tells CNN: ""I'm not iconic. Ukraine is iconic.""",0,
CNN,1-Mar,"US Secretary of State Antony Blinken condemned Russia on Tuesday for killing civilians in Ukraine, telling the United Nations Human Rights Council that Russian strikes ""are hitting schools, hospitals and residential buildings.""",0,
CNN,28-Feb,"“Most of the places where people hide are not really bomb shelters. They're just the basements of the building, so they are not very well prepared for any kind of bomb-shelling.” Olena Gnes describes her experience in Ukraine as she shelters in place in Kyiv with her children.",0,
CNN,1-Mar,"""Putin was wrong. We were ready.""",0,
CNN,1-Mar,The area surrounding a massive TV tower in Kyiv was hit by military strikes after Russia warned residents the Ukrainian capital would be attacked.,0,
CNN,1-Mar,"Organizations around the world are on the ground in Ukraine and neighboring countries to help those in need with shelter, food, water and additional aid. ",0,
CNN,1-Mar,"""What made Putin truly powerful was not the narratives he molded or territories that he grabbed,"" writes Natalia Antelava. ""It was the complacent, stubborn refusal of the collective West to accept that he was at war with them."" | Opinion https://cnn.it/3HwqiCW",0,
CNN,1-Mar,Two of the world's biggest container shipping companies are halting cargo bookings to and from Russia,1,
CNN,1-Mar,"As the United States and Europe ramp up their sanctions on Russia, Western consumers will soon face rising costs. Here's why:",1,
CNN,1-Mar,American news outlets will briefly pull away from around-the-clock coverage of Ukraine when President Biden delivers his first State of the Union address today.,0,
CNN,1-Mar,"Most of the 230 Lukoil gas stations in the US are owned by individual American franchisees, not the oil giant itself. So any boycott will only slash the already razor-thin profit margins that US business owners rely upon.",0,
CNN,1-Mar,"""What you'll hear the President tonight talk about is this coalition he's helped assemble."" - White House chief of staff Ron Klain talks to ",0,
CNN,2-Mar,"""We're trying to reach some people in Russia with the truth.""",0,
CNN,1-Mar,"About a week ago, a US basketball player from Maryland was in Ukraine playing in the international leagues. Little did he know that within days he would urgently start a journey to get back to his home, nearly 5,000 miles away.",0,
CNN,2-Mar,"""Any step that we can take that doesn't bring about actual warfare with Russia, I think we have to take.""",0,
CNN,2-Mar,"A crowd of Ukrainian civilians took to the streets to block a Russian military column from accessing a nuclear power plant in Enerhodar, Ukraine -- a move that is symbolic of the acts of defiance taking place across the country in the face of a continued Russian invasion.",0,
CNN,2-Mar,"Photojournalist Marcus Yam describes being in Irpin, Ukraine, and capturing images of civilians and soldiers trying to defend their community and others trying to escape.",0,
CNN,2-Mar,The International Criminal Court says it has opened an investigation into alleged Russian war crimes in Ukraine. https://cnn.it/3KfuUPB,0,
CNN,1-Mar,Alexander Spektor tells ,0,
CNN,2-Mar,"Kharkiv's regional police department and Kharkiv National University have been targeted in a military strike Wednesday morning, according to Ukraine’s State Emergency Service and footage geolocated by CNN.",0,
CNN,2-Mar,"Over the past week, Ukraine's government has pressured major tech platforms to rethink how they operate with Russia, and it has been pretty successful. But now Ukraine is pushing for something even more dramatic and consequential.",0,
CNN,2-Mar,Palm oil prices have shot up in the wake of Russia's invasion of Ukraine as markets scramble to find alternatives to shipments of sunflower oil stuck in Black Sea ports,1,
CNN,1-Mar,"""The one area where I would have loved to see more was just how important it is that the world not allow Vladimir Putin to get away with this grotesque violation of Ukraine's sovereignty."" ",0,
CNN,2-Mar,"""I'm asking the people of Florida, I'm asking the people that follow me to care.""",0,
CNN,2-Mar,"""Without the support of our partners, it will be very hard for us to win this war, and we want to win it."" Ukrainian Parliament member Kira Rudik says Ukraine needs the international community to enforce a no-fly zone to slow Russia's invasion: https://cnn.it/3psjmjJ",0,
CNN,1-Mar,"""Ukrainians are going to fight."" -",0,
CNN,2-Mar,"""For too many here, this is a family's last day together. An endless stretch of broken hearts and shattered realities."" ",0,
CNN,2-Mar,"Non-Ukrainians must receive equal help at border, said Ukraine’s foreign minister, after foreign students faced segregation and racism.",0,
CNN,1-Mar,"President Biden announced during his State of the Union that the US will ban Russian aircraft from US airspace, joining a growing number of countries that are closing their skies to Russia following President Vladimir Putin's invasion of Ukraine",0,
CNN,2-Mar,"Second round of Russia-Ukraine talks to take place today, according to Ukrainian presidential aide",2,
CNN,2-Mar,"""This is going to be a massive application of Russian firepower, sadly, tragically, against the Ukrainian civilian population."" Ret. Gen. John Allen says Russia's history of using weapons against civilians will lead to more deaths in Ukraine: https://cnn.it/3psjmjJ",0,
CNN,2-Mar,"""You can still see some of the blood on the sidewalk."" CNN's ",0,
CNN,2-Mar,"In the latest episode of Tug of War, CNN's chief national security correspondent ",0,
CNN,2-Mar,The US ambassador to the UN said the US has seen video evidence of banned weapons being moved into Ukraine. She did not address if those weapons have been used. https://cnn.it/3vyDB3p,0,
CNN,2-Mar,"""This is no longer the master chess player, the shrewd grand strategist. He is no longer a rational actor, even in the coldest and most cynical sense."" Six global voices on Putin's war | Opinion",0,
CNN,2-Mar,The International Atomic Energy Agency says Ukraine has requested help safeguarding nuclear plants,0,
CNN,1-Mar,“One of the big things that he's going to have to deal with is really all kinds of movements from the Russians at this point.” ,0,
CNN,2-Mar,"""What am I seeing? I'm seeing my people die. I'm seeing all sorts of horrible things."" Tata Marharian, a member of the Ukrainian Volunteer Medical Battalion, tells CNN what she's been seeing from the frontlines of the Russian invasion into Ukraine.: https://cnn.it/3psjmjJ",0,
CNN,2-Mar,"Stage curtains are closing, art exhibitions are being halted and performers are being replaced. Major cultural players worldwide have reacted to the invasion of Ukraine by canceling shows and applying pressure to the country's art institutions.",0,
CNN,1-Mar,"In his State of the Union speech, President Biden reiterated that the US would not deploy troops to Ukraine following Russia’s invasion: ""Let me be clear — our forces are not engaged and will not engage in the conflict with Russian forces in Ukraine""",0,
CNN,1-Mar,"""We have confirmed here at CNN the President is going to say that the United States is banning Russian aircraft from US air space.""",0,
CNN,2-Mar,"Internet governance experts say Ukraine's request, if carried out, would effectively sever Russia from the internet, leaving Russian websites without a home.",0,
CNN,2-Mar,"""What a difference a week makes, they're getting ready for war and didn't have a second thought about it ... [they] told me it's simply their duty to fight back."" ",0,
CNN,1-Mar,"""Putin is now isolated from the world more than he has ever been ... he has no idea what's coming."" President Biden addresses the Ukraine crisis, saying the US will close off its air space to Russian flights and seek to seize the assets of Russian oligarchs. #SOTU",0,
CNN,1-Mar,"In a show of support and solidarity with Ukraine, members of Congress are wearing blue and yellow at the State of the Union",0,
CNN,2-Mar,Global crude oil prices surged to more than $110 per barrel and the cost of natural gas skyrocketed to a new record in Europe on Wednesday as Russia's escalating military campaign in Ukraine stoked fear in markets.,1,
CNN,2-Mar,Listen to CNN's 5 Things podcast for the latest on these top stories & more:,0,
CNN,2-Mar,"Journalists from the last remaining independent news network in Russia have left the country for their own safety, one day after Russia instituted a digital roadblock against the network.",0,
CNN,2-Mar,"US officials warn Russia could increasingly bombard cities and civilian targets as it seeks a ""slow annihilation"" of Ukraine's military.",0,
CNN,2-Mar,Here are the international companies pulling back from Russia after its invasion of Ukraine.,1,
CNN,2-Mar,"""I think people are terrified by the fact that we know what Putin is capable of. We've seen what he has done to civilians in the past."" -",0,
CNN,3-Mar,"Protests are continuing across Russia as young citizens, along with middle-age and even retired people, take to the streets to speak out against a military conflict ordered by their President -- a decision in which, they claim, they had no say.",0,
CNN,3-Mar,"""We have our people, we have our land ... that's what we're fighting for. We have nothing to lose other than our freedom, our dignity ... this is our greatest treasure.""",0,
CNN,2-Mar,“Maybe this is Hollywood influence.” - A woman hiding in a Kyiv shelter who has been holding out hope the US and NATO will intervene in the war in Ukraine speaks with CNN’s ,0,
CNN,3-Mar,CNN's ,0,
CNN,3-Mar,"""That's why I'm staying, to tell you the truth of what is going on here on the ground.""",0,
CNN,3-Mar,Here's what we know about the 40-mile-long Russian convoy outside Ukraine's capital.,0,
CNN,3-Mar,"16,000 foreign fighters arrived in Ukraine this morning to help fight, according to Ukrainian President Volodymyr Zelensky. ",0,
CNN,3-Mar,"“Putin, I hope you die! Leave us alone, you bastard!”",0,
CNN,3-Mar,"Russian oil isn't sanctioned, but nobody wants to touch it anyway",0,
CNN,3-Mar,Banks are scrambling to figure out how much they'll lose if Russia's economy implodes. https://cnn.it/3Cc8AUf,0,
CNN,3-Mar,"“A lot of my colleagues have been speaking to people in Russia, to family members of soldiers who were sent away and were not told what they were going to be doing.""",0,
CNN,3-Mar,"Vladimir Putin has pushed denazification rhetoric to justify his invasion of Ukraine, even as Russia's attacks endanger sacred Jewish landmarks and communities alike. ",0,
CNN,3-Mar,Biden's Middle East allies change tune on Ukraine war as conflict escalates,1,
CNN,3-Mar,"""I love them very much and they understand the reasons why I'm here. Because the country which I love ... I would like it to still be on the map.""",0,
CNN,3-Mar,An international coalition of activists and human rights attorneys announced they filed an appeal to the United Nations on behalf of African refugees facing racial discrimination in Ukraine and Poland.,0,
CNN,3-Mar,The White House announces new sanctions on Russian oligarchs in the Biden administration's latest attempt to squeeze Putin as the invasion of Ukraine advances,1,
CNN,3-Mar,"""I spent an entire day watching Russia's propaganda network. Here's the warped reality I saw presented to viewers."" | Analysis by CNN's Oliver Darcy",0,
CNN,3-Mar,"CNN’s journalists continue to bring you the story of Russia’s invasion of #Ukraine, live on the front lines, with coverage from around the world.",0,
CNN,2-Mar,"“The crazy thing is we walked eight miles with a newborn, which I think is far … What’s even worse is what people are doing now, they’re walking so much further than that in order to get to the border.” -",0,
CNN,3-Mar,The White House has asked lawmakers to approve $10 billion in lethal and humanitarian aid for Ukraine as part of a $32.5 billion emergency funding request sent to Capitol Hill as Russia continues its advance on Ukraine.,1,
CNN,3-Mar,“We can't have the people of Afghanistan or of Ethiopia or of Somalia or of Syria paying the price for the Ukraine crisis.”,0,
CNN,3-Mar,"With sirens blaring and explosions in the distance, it suddenly dawned on a fearful 20-year-old soccer player that he was in the middle of a warzone. Here's the story of Amilcar Djau Codjovi's harrowing escape from Ukraine.",0,
CNN,2-Mar,“I’ll do anything in my power.” A Ukrainian volunteer medic speaks out as Russia becomes increasingly violent during its attack on Ukraine. CNN’s ,0,
CNN,3-Mar,"'I am banning travel to America by more than 50 Russian oligarchs, their families, and their close association.' - President ",1,
CNN,3-Mar,"One week into Russia's invasion of Ukraine, here's what you need to know:",0,
CNN,3-Mar,A tennis star returned to Ukraine to help fight the Russians. He didn't tell his kids,0,
CNN,3-Mar,A Kherson resident told CNN that people are struggling to get food and medicine amid Russia’s ongoing invasion.,0,
CNN,3-Mar,"""He has created, really, not one people, but people that will be his enemies.""",0,
CNN,3-Mar,"Russia's relentless bombardment of residential areas across Ukraine has so far forced more than one million refugees to flee the country, according to the United Nations, as fierce fighting continues into its second week.",0,
CNN,3-Mar,“I don’t want Ukraine’s history to be a legend about 300 Spartans. I want peace.”,0,
CNN,3-Mar,"Whatever the ultimate outcome of Russia's invasion of Ukraine, President Vladimir Putin has succeeded in one thing: the security map of Europe has been fundamentally altered and things will never return to the way they were before. | Analysis by ",0,
CNN,2-Mar,"A Western intelligence report indicated that Chinese officials in early February requested that senior Russian officials wait until after the Beijing Olympics had finished before beginning an invasion into Ukraine, US officials said Wednesday.",0,
CNN,3-Mar,Athletes from Russia and Belarus will be banned from the Winter Paralympic Games this week. The decision comes less than a day after the IPC initially permitted athletes from both countries to compete as neutrals under the Paralympic flag.,0,
CNN,3-Mar,Ukraine's request to cut off Russia from the global internet has been rejected,0,
CNN,3-Mar,"A second round of Russia-Ukraine talks have ended in Belarus, with both sides agreeing on humanitarian corridors for civilians. Follow live updates.",0,
CNN,3-Mar,Key city of Mariupol under siege as Russia tightens grip on Ukraine's south,0,
CNN,3-Mar,An NFT of Ukraine's flag -- backed by a member of Pussy Riot -- has raised over $6.7 million for the country's defenses as cryptocurrency donations continue to flood in following the Russian invasion.,0,
CNN,4-Mar,"""No matter how many missiles Russia throws at us, no matter how many soldiers they keep sending, we will fight because, again, we have nowhere to go. It is our country.""",0,
CNN,4-Mar,How the invasion is testing Russia's propaganda machine https://cnn.it/3hFOf00,0,
CNN,4-Mar,Former NCAA basketball player ,0,
CNN,3-Mar,How will the decision to invade Ukraine affect Russia's wealthiest business elites? ,0,
CNN,4-Mar,This was supposed to be a year of recovery for a travel industry hit hard by the global coronavirus pandemic. But Russia's invasion of Ukraine may have just changed that.,0,
CNN,4-Mar,"""I think this is the cleanest and easiest thing to save Ukrainian lives and send a message to push Russia back further.""",0,
CNN,4-Mar,Heritage experts have expressed concern about the potential loss of artistic and historical monuments across Ukraine. Conservators and concerned locals in cultural capital Lviv have been involved in efforts to protect the monuments.,0,
CNN,4-Mar,"Civilians working at a nuclear power plant in Ukraine are being being forced to work at gunpoint, which Russia denies. ",0,
CNN,3-Mar,"""On Russia state TV, audiences are only being told what the Kremlin wants them to know about the war in Ukraine."" -",0,
CNN,3-Mar,"1 million refugees have fled Ukraine since the Russian invasion began, the UN says https://cnn.it/3IJXc4b",0,
CNN,3-Mar,"Oil prices touch highest level since September 2008, when Lehman Brothers collapsed",0,
CNN,3-Mar,Russia's largest airline yanked from global reservation system,0,
CNN,4-Mar,“Russia has never been so isolated. We have never been more united.”,0,
CNN,4-Mar,"The national average price for gas reached $3.84 a gallon, with nine states crossing the $4 mark. ",1,
CNN,4-Mar,"""It is devastating 7.5 million children across Ukraine.""",0,
CNN,4-Mar,"Secure communications between US and Ukrainian officials are becoming increasingly difficult to maintain as the war rages on, sources tell CNN",0,
CNN,4-Mar,"Management at the nuclear power plant seized by Russia is working ""at gunpoint,"" the company says, as energy watchdog warns of ""fragile"" situation https://cnn.it/3pyhJRK",0,
CNN,4-Mar,"Russia's invasion of Ukraine late last week has not only united Western opposition to Russia, but also inspired foreign volunteers and Ukrainians abroad to fight for the cause.",0,
CNN,4-Mar,"A Ukrainian civilian was speaking into his phone when he inadvertently captured the moment a blast ripped through a building in Kharkiv, Ukraine, during a Russian military strike earlier this week.",0,
CNN,3-Mar,“This is closed circuit video of the nuclear power plant in Zaporizhzhia in southern Ukraine. It is the largest in the country with six nuclear reactors.” ,0,
CNN,4-Mar,Analysis: The push to ban Russian oil is gaining steam. Here's what that means for US energy prices,1,
CNN,4-Mar,"""I think [Putin's] the enemy of any normal human being.""",0,
CNN,4-Mar,"""It was a symbol of a new Russia. It was founded in 1990 when the Soviet Union fell apart, and the only time, until yesterday, it had been cut off air was in 1991, the coup attempt by the KGB ... Yesterday it stopped to exist."" - Echo of Moscow Radio journalist Karina Orlova.",0,
CNN,4-Mar,"Two years into a pandemic with a war in Ukraine and gun violence in schools, churches and synagogues, students at a tiny rural California elementary school are offering free pep talks for everyone.",0,
CNN,4-Mar,"Yandex, which handles about 60% of internet search traffic in Russia and operates a big ride-hailing business, said it may be unable to pay its debts as a consequence of the financial market meltdown triggered by unprecedented sanctions.",0,
CNN,4-Mar,"The decision covers all of Google's ad surfaces in Russia, including Google display advertising, YouTube and search, the company said",0,
CNN,4-Mar,"Ukrainian Olympic medalist Stanislav Horuna says he’s always represented his country in sports, but could never imagine he’d need to take up arms to protect Ukraine.",0,
CNN,4-Mar,"Despite the situation on the ground in Ukraine, NATO has been unwilling to get directly involved -- including setting up a no-fly zone -- beyond supporting Ukraine's resistance to a Russian invasion that is killing innocent civilians.",0,
CNN,3-Mar,Bipartisan pressure is mounting on the Biden administration to end all Russian oil imports and sanction Russia’s energy sector.,1,
CNN,4-Mar,"Russia is a major producer of commodities, everything from oil and natural gas to palladium and wheat. Ukraine is also a major exporter of wheat as well as neon. Russia's invasion of Ukraine threatens to further scramble already-fragile supply chains.",1,
CNN,3-Mar,"Hundreds of international students trapped in the Ukrainian city of Sumy by Russia's invasion have appealed to the world: ""Help us, we are stranded.""",0,
CNN,4-Mar,"""Cooking is a way to stand up. It's to say, you are not going to let my people go hungry."" - ",0,
CNN,5-Mar,‘Jesus … this is just awful’: ,0,
CNN,5-Mar,"In the latest ban of a Russian sports program since Vladimir Putin's forces invaded Ukraine, Russian and Belarusian athletes and officials will be banned indefinitely from competitions, the International Gymnastics Federation announced",0,
CNN,4-Mar,"""Stop shooting at a nuclear hazardous facility!"" - This is the chilling message from inside the Zaporizhzhia, Ukraine, nuclear power plant while under attack. ",0,
CNN,4-Mar,"""Just trying to help protect freedom."" - An American fighter talks to ",0,
CNN,5-Mar,"Reopenings and rule changes, the world responding to Russia's invasion of Ukraine and endangered heritage sites were among some of the things happening in travel this week",0,
CNN,5-Mar,"Chinese policymakers face challenges to keep growth steady, as the country deals with a real estate crisis and Beijing's zero-tolerance approach to the coronavirus. The fallout from the Ukraine crisis could also drive prices higher.",0,
CNN,5-Mar,"For Biden, the war has consumed what he hoped would be a spring focused delivering an economic message. Top advisers view the current period as the most critical of his presidency, with nothing less than global stability in the balance.",0,
CNN,5-Mar,"The Russian defense ministry said its forces have resumed their offensive in Mariupol and Volnovakha, where evacuation corridors had been arranged between Ukraine and Russia.",0,
CNN,5-Mar,"Putin warns if any countries try to impose a no-fly zone over Ukraine, Russia will consider them ""participants in an armed conflict"" https://cnn.it/3sIulYo",0,
CNN,4-Mar,"Top US and NATO officials pushed back against calls for a no-fly zone to be set up in Ukraine, warning that it could lead to a “full-fledged war in Europe” and saying they’re doing what they can to help Ukraine defend itself against Russia’s invasion.",0,
CNN,5-Mar,"Civilian evacuations in Ukrainian city of Mariupol are postponed as official says Russia is still shelling, despite agreed pause https://cnn.it/3hKCeWU",0,
CNN,5-Mar,"Russia is a major producer of commodities, everything from oil and natural gas to palladium and wheat. Ukraine is also a major exporter of wheat as well as neon. Russia's invasion of Ukraine threatens to further scramble already-fragile supply chains. https://cnn.it/3q0KaIv",1,
CNN,5-Mar,CNN’s ,0,
CNN,4-Mar,"Demand is growing for Russian President Vladimir Putin to be prosecuted for war crimes, ",0,
CNN,4-Mar,"Russia is set to send up to 1,000 more mercenaries into Ukraine as a Western official warns Moscow could ""bombard cities into submission""",0,
CNN,5-Mar,"Stolichnaya vodka will now be sold and marketed simply as Stoli, the company said, a major rebrand in direct response to its founder's ""vehement position"" against the Putin regime and the Russian invasion of Ukraine. https://cnn.it/36URtKQ",0,
CNN,5-Mar,"In the darkness near the Ukraine-Polish border, just inside Ukraine, the headlights of a bus inch forward. Aboard are about a dozen children who need palliative care in the best of circumstances.",0,
