,name,time,label,commt
431,The Economist,4-Mar,0,It has been more than a week since Russia invaded Ukraine. We recap the war so far  https://econ.st/3hJAGMR
432,The Economist,4-Mar,2,"Meet the men defending Ukraine against Russia’s army: long-distance lorry drivers, mechanics, a man who owns several dental clinics and “a few bandits”"
433,The Economist,4-Mar,1,Sanctions can push countries they target into each other’s arms. Russia and China are enjoying their friendliest relations for decades
434,The Economist,4-Mar,2,One nurse is caring for ten sick babies on her own. Her colleagues have either fled or can’t get to work. 
435,The Economist,4-Mar,1,The moral and reputational case for firms to leave Russia will become stronger the longer the war goes on. Leaving may also become financially and logistically harder
436,The Economist,4-Mar,1,"Vladimir Putin, so intent on bringing Ukraine under his control, is neglecting the problems facing Russians at home"
437,The Economist,4-Mar,1,"By February 26th, half of Russia’s invasion force has entered Ukraine. The West imposes more severe financial sanctions https://econ.st/35oWRFV"
438,The Economist,4-Mar,1,"“You will see so many tears”: residents of Brighton Beach, New York’s “Russian” neighbourhood, react to the invasion of Ukraine"
439,The Economist,4-Mar,2,"“If you look at people who’ve been in power for as long as Putin has...going into an election is pretty slim—the chances are more like he gets toppled by a protest.” Russia expert Fiona Hill examines Vladimir Putin’s future, on “The Economist Asks” https://econ.st/35t4OcU"
440,The Economist,4-Mar,1,NATO has rejected Ukraine’s demand for no-fly zones. What sounds like a humanitarian measure is also an act of war. We explain why
441,The Economist,4-Mar,2,"""Russia has indeed failed in its principal purpose. Vladimir Putin is making at best very heavy weather against a middle-size European military power"""
442,The Economist,4-Mar,0,"In “Henry V”, Shakespeare faced the barbarity of war. Some productions sanitise the play—but not the new one at "
444,The Economist,4-Mar,1,"China and Russia have undoubtedly been moving closer together both strategically and, as Vladimir Putin pushes Russia deeper into dictatorship, politically"
445,The Economist,4-Mar,1,"NATO has rejected Ukraine’s request for a no-fly zone. Writing for The Economist earlier this week, the country’s former defence minister explained why he was in favour of one"
446,The Economist,4-Mar,2,"Meet Ukraine’s volunteer defenders: Vasil is 66 with a grey beard, a green woollen hat and a Kalashnikov slung across his back. From "
447,The Economist,4-Mar,1,The end of the cold war was never going to usher in perpetual peace. But the Ukraine crisis is giving new form to the possibilities for future conflict and ways in which it may be averted
448,The Economist,4-Mar,0,"After Vladimir Putin’s invasion of Ukraine, Olaf Scholz announced an “almost complete” foreign-policy turnaround, says Germany’s most experienced diplomat. He explains why this step is so “dramatic” and “historic”"
449,The Economist,4-Mar,1,"“The aim is to have a big impact—essentially destabilise the financial system in Russia…look at stocks, they’re down heavily, the rouble has plummeted, banks are wobbling.” Matthew Valencia joins “Money Talks” to explain the purpose of sanctions on Russia"
450,The Economist,4-Mar,2,"Russia may have tried to build a “fortress economy”, but it is the West that currently looks financially secure"
451,The Economist,4-Mar,1,"Russia’s attack on Zaporizhzhia, a nuclear plant in Ukraine, is unprecedented. Operational nuclear reactors have never been in the firing line like this"
452,The Economist,4-Mar,1,"As the West rolls out sanctions against Russia, some foreign banks, mostly European, will suffer collateral damage"
453,The Economist,4-Mar,0,"One non-human casualty of Russia’s invasion of Ukraine could be its scientific collaborations with other countries, including Russia's Roscosmos https://econ.st/3MlFZR2"
454,The Economist,4-Mar,1,"The ructions in Russia’s markets have taken many by surprise. Vladimir Putin had, apparently successfully, built up Russia’s economic defences to withstand whatever Western governments threw at it"
455,The Economist,4-Mar,1,February 27th: Vladimir Putin puts Russia’s nuclear forces on alert https://econ.st/3vC5vv8
456,The Economist,4-Mar,1,"The first major city to fall to Russia was Kherson. A thrust north into the centre of the country, towards the city of Dnipro, looks likely to cut off Ukrainian forces in the east"
457,The Economist,5-Mar,0,This is what readers of our daily newsletter are saying about the war in Ukraine.
458,The Economist,5-Mar,0,"“Ukrainians have a Russian-speaking president who has Jewish origins. When Russia’s president Vladimir Putin calls such people ‘Nazis’, he shows his own bigotry,” writes "
459,The Economist,5-Mar,1,Vladimir Putin’s invasion of Ukraine has prompted an unprecedented response from the West: economic warfare. Can sanctions stop Russia? https://econ.st/3pEiCbz
460,The Economist,5-Mar,0,"“The good news in the short-term is that Europe will survive the winter—Granny is not going to freeze if all the Russian gas drops off tomorrow.” Vijay Vaitheeswaran assesses the potential impact of Russia shutting off gas to Europe, on “Money Talks”"
461,The Economist,4-Mar,2,"Viral videos of defiant Ukrainians have changed how many Taiwanese see their future selves. A slogan coursing through Taiwanese social media is “Ukraine today, Taiwan tomorrow!”"
462,The Economist,4-Mar,2,"“He’s been absolutely phenomenal in raising national morale. There’s admiration for what he’s done and is achieving.” General Sir Nick Carter assesses President Volodymyr Zelensky’s leadership during the war in Ukraine, on “The Economist Asks” https://econ.st/377u5Kt"
463,The Economist,5-Mar,2,"Volunteers at Razom, a non-profit organisation, have raised $5m to help Ukraine and its refugees"
464,The Economist,5-Mar,2,"Russia remains enmeshed in the supply chain of Western ideas and technologies, and remains dependent on foreign investors"
465,The Economist,5-Mar,0,"In the urgent matter of war, a new production of “Henry V”, starring Kit Harington, is brutally on target"
466,The Economist,4-Mar,2,"There is a lot of timely, scathing wisdom about war in a new production of “Henry V” at the Donmar Warehouse, and even more of it in the play"
467,The Economist,5-Mar,1,"“The barrage of Western sanctions against Russia has moved political and economic systems around the world into uncharted territory,” writes "
468,The Economist,5-Mar,1,"The war’s reverberations sound most strongly in Europe. The invasion has upended the idea of a continent� whole, free and at peace”"
469,The Economist,5-Mar,2,The EU budget will be used to fund the purchase of weapons for the first time and Scandinavian countries have overcome their own pacifism to arm Ukraine
470,The Economist,5-Mar,1,Russia’s economic importance vastly outweighs its GDP or financial clout owing to its energy exports. Among big economies Italy and Germany are particularly exposed
471,The Economist,5-Mar,0,Russia’s initially slow progress in Ukraine is prompting NATO to reassess its adversary’s capabilities
472,The Economist,5-Mar,0,"“If you start an operation on flawed assumptions, inevitably, your planning is inadequate—your command and control won’t work.” General Sir Nick Carter joins “The Economist Asks” to explain how Vladimir Putin’s invasion of Ukraine has not gone to plan"
473,The Economist,5-Mar,0,"Two of our experts, Patrick Foulis and Matthew Valencia, weigh in on whether sanctions will be enough to stop further aggression from Russia https://econ.st/36UqDT4"
474,The Economist,5-Mar,2,"“As a child of the second world war, even in my nightmares I could not imagine Russian missiles aimed at Ukrainian towns and villages” Lev Dodin writes in an open letter"
475,The Economist,5-Mar,0,Data from Google Trends shows that more Russians are asking “how to leave Russia” than have done so in 18 years since such data became public
476,The Economist,4-Mar,0,Kicking Russia out creates a precedent that may prove uncomfortable later on
477,The Economist,5-Mar,1,The most potent financial sanctions have been aimed not at Russia’s commercial banks but at its central bank
478,The Economist,5-Mar,1,"Most Russians had no idea that their country was going to war until just before it did so, in part because the idea made no sense, in part because they were lied to"
479,The Economist,4-Mar,2,In part the muted reaction to the war in rich-world economies reflects Russia’s low weight in the global economy
480,The Economist,5-Mar,1,"Will oil at more than $100 a barrel, gas markets in turmoil and war be enough to wean Europe off Russian gas?"
481,The Economist,5-Mar,0,More Russians are asking Google “ how to leave Russia” than have done so in 18 years since such data became public
482,The Economist,4-Mar,2,Fortress Russia has had some successes. But its walls have gaping holes
483,The Economist,5-Mar,1,"The fear is that Russia will now resume its offensive, without regard for the safety of the hundreds of thousands of civilians still trapped"
484,The Economist,5-Mar,0,"In French eyes, the war in Ukraine exposes the need for Europe to reinforce its strategic capacity. Meanwhile three of Emmanuel Macron’s rivals want to pull France out of NATO’s integrated military command"
485,The Economist,5-Mar,1,"Republican voters, who felt warmly towards Vladimir Putin under Donald Trump, have swung hard towards Ukraine"
486,The Economist,5-Mar,1,The fallout of the war in Ukraine for the emerging world will come in three indirect ways
487,The Economist,4-Mar,0,The fog of war remains thick. Russia may have chosen to slow down its movement in order to synchronise its various advances on Kyiv
488,The Economist,4-Mar,2,Nobel laureates have called upon the Russian government to stop its invasion of Ukraine and withdraw its military forces
489,The Economist,5-Mar,2,"After days of criticism, the British government has promised to crack down on “dirty money” and “corrupt elites” in light of Russia’s invasion of Ukraine"
490,The Economist,4-Mar,1,In recent years attitudes in Lithuania towards China have been hardening. China’s refusal to condemn Russia for invading Ukraine has not helped
491,The Economist,5-Mar,0,Russia is now a sporting pariah like South Africa in the 1970s and 1980s
492,The Economist,5-Mar,1,“This invasion will stain the international reputation of the Russian state for decades. Why raise this fence between Russia and the world now?”—Nobel laureates call on Russia to stop its invasion of Ukraine
493,The Economist,5-Mar,2,Tweets from Ukraine’s defence ministry tell citizens which parts of a tank are most vulnerable to Molotov cocktails. Ordinary people risk their lives by standing in front of armoured vehicles
494,The Economist,6-Mar,0,"“During the 20th century, only three out of 19 attempts to use sanctions as a policy to impede war have been successful,"" writes "
495,The Economist,6-Mar,0,Things could get much worse should sanctions expand in scope to cover energy purchases or if Russia retaliates by reducing its exports
496,The Economist,6-Mar,2,“We respect the calm and the strength of the Ukrainian people. We are with you”—Nobel laureates’ open letter in support of Ukraine
497,The Economist,6-Mar,0,"Russia’s financial woes are not yet as severe as in 1998, when the rouble plunged by 70%"
498,The Economist,5-Mar,2,"“It is important that the world understands one thing: Ukraine is resisting and will continue to do so,” writes Volodymyr Yermolenko, a Ukrainian philosopher"
499,The Economist,6-Mar,0,"“If the goal of the West’s economic war is to end [Vladimir] Putin’s war of aggression in Ukraine, then historical experience suggests different measures will be needed,” argues Nicholas Mulder, an assistant history professor who studies sanctions"
500,The Economist,6-Mar,0,Russia’s invasion of Ukraine has made Lithuanian politicians more than usually wary of appearing to bow to an authoritarian bully
501,The Economist,5-Mar,1,"Even more emphatically than Vladimir Putin claims Ukraine, China’s rulers insist that Taiwan is part of the motherland and reserve the right to use force to compel its return"
502,The Economist,5-Mar,1,The sight of Russia’s central bank being hit so hard by sanctions no one expected will lead China to increase its efforts to establish the yuan as a reserve currency
503,The Economist,6-Mar,2,"Ukraine has “an incredible spirit of independence”, says "
504,The Economist,6-Mar,0,How do Western countries hope to influence Russia’s behaviour by wielding sanctions against its economy? https://econ.st/3pDzeju
505,The Economist,6-Mar,2,"“If you look at people who’ve been in power for as long as Putin has...going into an election is pretty slim—the chances are more like he gets toppled by a protest.” Russia expert Fiona Hill examines Vladimir Putin’s future, on “The Economist Asks” https://econ.st/3pC8G28"
506,The Economist,5-Mar,1,"“He’s gone from coercion...to punishment. I think he thinks, at this point now, if he can’t get Ukraine, he’s pretty much going to destroy it.” Foreign-affairs specialist Fiona Hill assesses Vladimir Putin’s motivations in Ukraine, on “The Economist Asks” https://econ.st/3sEKkqz"
507,The Economist,6-Mar,1,"Even markets supposedly attuned to geopolitical risk, such as commodities, struggle to price military risk"
508,The Economist,5-Mar,2,"As a producer of oil and gas America is mostly insulated from the drag on growth, but will feel the inflationary effects of pricier oil"
509,The Economist,6-Mar,0,"Shakespeare knew that a dishonest war, waged for territory and self-aggrandisement, is just murder in uniform"
510,The Economist,6-Mar,1,Russia always assumed that it would be able to access foreign exchange to defend the rouble. Being shut out of the SWIFT financial-transfer system will hurt trade. The question is whether Vladimir Putin cares
511,The Economist,6-Mar,1,"Though the war does not seem to pose a serious financial-stability threat at the moment, markets have grown nervier"
512,The Economist,5-Mar,1,"The West has hit Russia with financial sanctions of a strength never before aimed at such a large economy. But what can sanctions actually achieve? We investigate, on our “Money Talks” podcast"
513,The Economist,6-Mar,2,"“He’s been absolutely phenomenal in raising national morale. There’s admiration for what he’s done and is achieving.” General Sir Nick Carter assesses President Volodymyr Zelensky’s leadership during the war in Ukraine, on “The Economist Asks” https://econ.st/35w7UwX"
514,The Economist,7-Mar,0,"Despite all this, the fog of war remains thick. Russia may have chosen to slow down its movement in order to synchronise its various advances on Kyiv"
515,The Economist,6-Mar,1,"Russia faces a deep recession. But rather than relent, Vladimir Putin may double down on his attempts to cut the country off from the outside world"
516,The Economist,7-Mar,1,"“We took whatever we could grab fast. It didn’t occur to me then that I was probably leaving for life”. How Milla Kirishun, an elderly Jewish woman, fled Ukraine"
517,The Economist,7-Mar,2,"The Odessa Food Market on Richelievska Street was once a place of hipsters and flat whites. For 12 days now, it has served as a logistical hub for the war effort"
518,The Economist,7-Mar,0,"Vladimir Putin’s invasion of Ukraine is driving its people to the country’s western borders. So far the majority have headed to Poland, which is opening its arms to the newcomers https://econ.st/3hAD74B"
519,The Economist,7-Mar,1,"Today on “The Intelligence”: Russia sanctions mark a new age of economic conflict, the view from Asia of the war and celebrating auteur Pier Paolo Pasolini"
520,The Economist,7-Mar,1,"“He’s gone from coercion...to punishment. I think he thinks, at this point now, if he can’t get Ukraine, he’s pretty much going to destroy it.” Foreign-affairs specialist Fiona Hill assesses Vladimir Putin’s motivations in Ukraine, on “The Economist Asks” https://econ.st/3CdTRrD"
521,The Economist,7-Mar,2,"Investors are betting that today’s inflation, even once exacerbated by the war in Ukraine, will be temporary. But that hardly means markets are sanguine"
522,The Economist,6-Mar,1,"If Russia were to reduce oil and gas exports, increases in energy prices could heighten the danger of high inflation—while adding to the squeeze on growth that higher interest rates bring about"
523,The Economist,6-Mar,0,There is a world of difference between diplomatic and logistical support for Ukraine and outright combat with Russia
524,The Economist,7-Mar,0,Russia’s biggest remaining vulnerability is its massive energy exports. Cutting them off all at once would risk destabilising the world economy
525,The Economist,7-Mar,1,NATO can and should do more to support Ukraine. But imposing a no-fly zone would be wrong-headed
526,The Economist,7-Mar,1,Vladimir Putin claims that his special military operation” is going “to plan”. It isn't. Why won't Russia leave its neighbour alone?
527,The Economist,7-Mar,0,"“If you look at people who’ve been in power for as long as Putin has...going into an election is pretty slim—the chances are more like he gets toppled by a protest.” Russia expert Fiona Hill examines Vladimir Putin’s future, on “The Economist Asks” https://econ.st/3pzeb1O"
528,The Economist,7-Mar,2,"Were Kyiv to fall to the Russians, which is still far from guaranteed, Ukrainian troops and volunteers would most likely regroup in the west of the country. This would further raise Poland’s importance for Ukraine"
529,The Economist,7-Mar,0,Weather still matters even to modern armed forces.
530,The Economist,6-Mar,1,A no-fly zone makes war in NATO’s frontline states a continuation of the war in Ukraine. It courts catastrophe without even holding out the promise of bringing material help to Ukraine
531,The Economist,7-Mar,2,The only silver lining for Russia is that the prices of its commodity exports have surged
532,The Economist,7-Mar,1,"“We are not using calendars anymore, we are just counting the days of the war.” "
533,The Economist,7-Mar,0,Vladimir Putin has spent years preparing for a financial stand-off with the West. Since 2015 the value of Russia’s central-bank reserves has risen by 71%
534,The Economist,7-Mar,2, Ukraine takes Russia to the International Court of Justice. 
535,The Economist,7-Mar,2,"A Russian military convoy, no less than 60km long, has been moving at snail’s pace towards Ukraine’s capital https://econ.st/3MESyHg"
536,The Economist,7-Mar,2,But Ukraine’s forces are preparing to fight back. Our correspondent reports with the latest from Kyiv
537,The Economist,7-Mar,0,We are following the war in Ukraine closely. Keep up to date with the latest developments 
538,The Economist,7-Mar,0,How will Kyiv defend itself against the might of the Russian army? Photographer 
539,The Economist,6-Mar,0,"From war photography to the Ukrainian flag, we walk you through how we chose this week’s cover image"
540,The Economist,7-Mar,1,"Russia’s financial woes are not yet as severe as in 1998, when the rouble plunged by 70%. But another debt default could be similarly devastating"
541,The Economist,7-Mar,0,"Rather than using a photo we opted for another design, as we have throughout the build-up to the war in Ukraine. We explain why"
542,The Economist,7-Mar,0,Such a long and exposed convoy should be a juicy target for air strikes. 
543,The Economist,7-Mar,0,It is tempting to assume that Americans are always divided over matters of politics. But in times of conflict there are exemptions to the rule
544,The Economist,7-Mar,1,On “The Intelligence” our business-affairs editor takes in the sweeping scope of sanctions on Russia. Will oil embargoes be next?
545,The Economist,7-Mar,0,"“I’d thought this war would come – but at the same time, I hadn’t really believed it.” Andrey Kurkov’s eyewitness account for "
546,The Economist,7-Mar,0,Poland is fast becoming the lynchpin of the Western effort to defend Ukraine and deter Russia
547,The Economist,6-Mar,1,"Watching a prolonged and bloody siege of Kyiv would further enrage public opinion in large parts of the world, and could thus lead to even harsher sanctions on Russia"
548,The Economist,7-Mar,0,"Since emerging in Ukraine in 2014, Wagner-linked operatives have surfaced in many places where Russia has an interest"
549,The Economist,7-Mar,1,A shock and awe” ban on Russian oil risks pushing America and Europe into recession
550,The Economist,7-Mar,0,"As another democracy with a big bully for a neighbour, Taiwan is keenly watching the war in Ukraine, our columnist tells “The Intelligence” https://econ.st/3Cioigq"
551,The Economist,8-Mar,2,"“If you want peace, you have to fight.” Ukraine’s volunteer defence forces springs into action. "
552,The Economist,8-Mar,1,The West’s threat of a ban on Russian oil shakes markets
553,The Economist,8-Mar,2,"In an opinion poll conducted by YouGov after conflict broke out, 60% of Americans said they “care a lot” about what happens in Ukraine, up from 40% the previous week"
554,The Economist,8-Mar,1,Lithuania sees threats from two big powers: Russia and China
555,The Economist,8-Mar,1,This year’s International Women’s Day is marked by thousands fleeing war in Ukraine.
556,The Economist,8-Mar,2,The last letter of the Latin alphabet has become the symbol of support for Russia’s war in Ukraine. Why? https://econ.trib.al/dpfnL1G
557,The Economist,8-Mar,2,Milla Kirishun withstood decades of anti-Semitism in Ukraine. It was Vladimir Putin who finally pushed her out
558,The Economist,8-Mar,1,Russia is now in its fourth financial crisis in 25 years
559,The Economist,7-Mar,2,Using mercenaries instead of its own troops allows Russia to downplay its casualties. It also removes a layer of accountability
560,The Economist,8-Mar,2,"Ukraine’s largest paediatric unit is reeling from the Russian invasion. Yet to a surprising extent it is still working, as these photos show"
561,The Economist,7-Mar,0,Democrats and Republicans broadly agree on what the American government should do in response to Vladimir Putin’s invasion of Ukraine
562,The Economist,8-Mar,1,Many liberal or middle-class citizens have been leaving Russia. The exodus of its brightest is probably the fastest in the country's history
563,The Economist,8-Mar,1,"Such a long and exposed convoy should be a juicy target for air strikes. Yet Russia is likely to have deployed air-defence and electronic-warfare systems around the column, making it harder for Ukrainian aircraft to approach"
564,The Economist,8-Mar,2,These granddads are defending Ukraine against Russia’s mighty army
565,The Economist,8-Mar,2,"A Russian military convoy, no less than 60km long, has been moving at snail’s pace towards the capital. It epitomises Russia’s plodding approach to the war so far"
566,The Economist,8-Mar,0,"Wondering how the war in Ukraine will affect everything from wheat to semiconductors? Whether war-crimes accusations will go anywhere? What a two-stage Molotov cocktail is? Ask us at podcasts@economist.com, and “The Intelligence” will try to answer"
567,The Economist,8-Mar,0,One theory is that the markings on Russian tanks were there to distinguish between Russian troops and their foes on the battlefield. 
568,The Economist,8-Mar,1, America considers an embargo on imports of Russian oil. 
569,The Economist,8-Mar,0,"Today on “The Intelligence”: the view of the Ukraine conflict from inside Russia, West African states brace for a jihadist wave and our annual glass-ceiling index"
570,The Economist,8-Mar,1,"Since the fighting began, Russia’s state propaganda machine has turned the letter Z into the operation’s unofficial logo"
571,The Economist,8-Mar,0,Eritrea was the only country other than Russia to vote against a UN human-rights investigation in Ukraine. Why?
572,The Economist,8-Mar,0,"But since the invasion, the symbol has not been confined to the front line. It has proliferated in Russia https://econ.trib.al/dpfnL1G"
573,The Economist,8-Mar,0,Why the letter Z has become the symbol of support for Vladimir Putin’s war in Ukraine—and what it means 
574,The Economist,7-Mar,2,"“He’s been absolutely phenomenal in raising national morale. There’s admiration for what he’s done and is achieving.” General Sir Nick Carter assesses President Volodymyr Zelensky’s leadership during the war in Ukraine, on “The Economist Asks” https://econ.st/3pZ6WAv"
576,The Economist,8-Mar,1,There is a particular irony to making a Latin letter the symbol of a war that Vladimir Putin has justified in part by spurious claims that the Russian language was under threat in Ukraine
577,The Economist,8-Mar,2,Poland will play an outsized role in Western efforts to assist Ukraine
578,The Economist,8-Mar,0,The head of Ukraine’s security services has likened Wagner to “a private army of Putin”
579,The Economist,8-Mar,1,"Afghanistan will dive deeper into poverty and a never-ending cycle of war and oppression unless it educates its girls, says "
580,The Economist,8-Mar,0,"It has become the unofficial logo of Vladimir Putin’s war, meaning “for victory” https://econ.trib.al/dpfnL1G"
581,The Economist,8-Mar,1,Opposition figures and others who have spoken out against the war inside Russia say they have found the letter scrawled on their apartments https://econ.trib.al/dpfnL1G
582,The Economist,7-Mar,1,"The longer the war lasts, the more desperate Russia will be to destroy outside supply lines to Ukraine. Russian cyberattacks in Poland could be a concern"
583,The Economist,8-Mar,0,"For nearly 80 years Milla Kirishun watched the Jewish community of Bila Tserkva in Ukraine trickle away. Now, finally, she has fled too. From "
584,The Economist,7-Mar,2,"Since Vladimir Putin began massing forces on Ukraine’s border, the rouble has lost 33% of its value against the dollar"
585,The Economist,7-Mar,1,So far the city has been spared violence. But on March 6th President Volodymyr Zelensky warned of intelligence indicating an imminent rocket-led attack on Ukraine’s third city
586,The Economist,8-Mar,1,"Days after Milla Kirishun escaped Ukraine, Russian artillery pulverised parts of Bila Tserkva. She tells "
587,The Economist,9-Mar,2,Ukraine has a glorious cuisine that is all its own
588,The Economist,9-Mar,1,It had been widely assumed by defence analysts and officials that Russia would quickly destroy Ukraine’s air force. That didn’t happen
589,The Economist,9-Mar,1,"To Taiwanese people, the parallels between what Vladimir Putin is doing to Ukraine and what Xi Jinping might do to Taiwan are glaring"
590,The Economist,8-Mar,1,"“He’s gone from coercion...to punishment. I think he thinks, at this point now, if he can’t get Ukraine, he’s pretty much going to destroy it.” Foreign-affairs specialist Fiona Hill assesses Vladimir Putin’s motivations in Ukraine, on “The Economist Asks” https://econ.st/3KbmlFg"
591,The Economist,9-Mar,1,"Across sub-Saharan Africa, higher oil prices will strain budgets that are already creaking under the burden of a debt splurge"
592,The Economist,9-Mar,2,"NATO is “the most successful of international security organisations”, writes the alliance’s former deputy secretary-general in a guest essay for The Economist. “Russia is losing the information war thanks in part to NATO’s savvy and experience”"
593,The Economist,9-Mar,1,"If Russian oil becomes untouchable, oil executives speculate crude could hit $200 a barrel by the end of the year. Can the West afford to ban Russian oil? We investigate on our “Money Talks” podcast"
594,The Economist,9-Mar,0,"A law passed on March 4th bans dissemination of any information about the war other than the official version, and threatens a prison sentence of up to 15 years for those who flout it"
595,The Economist,9-Mar,1,McDonald’s said it would temporarily close its 850 restaurants in Russia. But abandoning the country is easier for some firms than others
596,The Economist,9-Mar,0,"When asked to choose sides, India sits on the fence. To some, it seems that Narendra Modi favours Russia"
597,The Economist,9-Mar,1,"Despite encouraging the import ban on Russian oil, Republicans will have little hesitation in savaging the president and his party for high petrol prices in the mid-term elections"
598,The Economist,9-Mar,2,“I don’t want my children to suffer like those in the Donetsk and Luhansk regions.” Ukraine’s grandads are preparing to defend their country
599,The Economist,9-Mar,2,Meet the grandads helping to defend Ukraine against Russia. From 
600,The Economist,9-Mar,2,Eritrea has little to gain from resisting the tide of international opinion so flagrantly. Part of the reason for its unlikely support for Russia lies in its dictator's deep disdain of the West
601,The Economist,9-Mar,0,"It is one of the strange features of globalisation that autocracies, such as Russia and China, are breeding grounds for billionaires"
602,The Economist,9-Mar,0, Why Poland is the West’s most important gateway into Ukraine.
603,The Economist,9-Mar,1,The prospect of an oil shock has led even Joe Biden’s climate-friendly administration to embrace America’s unloved energy giants
604,The Economist,9-Mar,1,Ukraine is relying on pensioners to help repel one of the world’s most powerful armies. Read 
605,The Economist,9-Mar,1,"“All my favourite places are basically just ruins.” On “The Intelligence” we check in again with a native of Kharkiv, Ukraine’s besieged second city"
606,The Economist,9-Mar,2,"For Milla Kirishun, one of the strangest things about fleeing Ukraine was the absence of men: they had stayed to fight"
607,The Economist,9-Mar,0, Why the letter Z has become the symbol of support for Vladimir Putin’s war in Ukraine—and what it means
608,The Economist,8-Mar,0,Ukraine has changed how Taiwanese see themselves
609,The Economist,9-Mar,2,"She was a star chemistry student; he was a classical violinist. Now they’re activists in Moscow, protesting against Vladimir Putin’s war"
610,The Economist,9-Mar,1,"The sweeping sanctions against Russia have put a spotlight on China’s homegrown financial networks, and the extent to which they can use them to help Russia"
611,The Economist,8-Mar,0,"Among the usual suspects backing Russia’s aggression in Ukraine, one stands out: Eritrea. We explain some of the background"
612,The Economist,9-Mar,0,"The letter has become a symbol of support for Vladimir Putin’s war, as Russian officials have adopted it to demonstrate allegiance to their leader"
613,The Economist,9-Mar,0,"Shovelled trenches, home-made camouflage, a diagram of how to use a Molotov cocktail: this is Ukraine’s defence against Russia. From "
614,The Economist,9-Mar,1,McDonald's and Shell join the list of firms that are halting business in Russia
615,The Economist,9-Mar,2,"“He’s been absolutely phenomenal in raising national morale. There’s admiration for what he’s done and is achieving.” General Sir Nick Carter assesses President Volodymyr Zelensky’s leadership during the war in Ukraine, on “The Economist Asks” https://econ.st/3tprT8q"
616,The Economist,9-Mar,2,"Wedding day for two Moscow activists: they exchanged their vows, then joined the first protest against the war in Ukraine. From "
617,The Economist,9-Mar,2,"“If you look at people who’ve been in power for as long as Putin has...going into an election is pretty slim—the chances are more like he gets toppled by a protest.” Russia expert Fiona Hill examines Vladimir Putin’s future, on “The Economist Asks” https://econ.st/3KkTxuf"
618,The Economist,8-Mar,1,"As a young country long threatened by a bigger neighbour, Eritrea appears more like Ukraine. So why is it backing Russia?"
619,The Economist,9-Mar,1,"Air strikes on Ukraine may have increased in both number and complexity in recent days, but it is clear the Russian air force has held back its full capabilities"
620,The Economist,10-Mar,0,"It is not the first time that Britain has cold-shouldered desperate people while promising to help them. With Ukraine, it is the only country following a paperwork-first policy"
621,The Economist,10-Mar,2, Peace talks between Russia and Ukraine take place in Turkey.
622,The Economist,10-Mar,1,"As the war in Ukraine forces small- and medium-sized countries to take stock of their allegiances, Nepal’s experience bodes ill for those trying to avoid getting caught between rival powers"
623,The Economist,10-Mar,1,"With his latest action, the president is fast nearing the maximum economic pressure that America can exert on Russia. There is no indication that this has daunted Vladimir Putin"
624,The Economist,10-Mar,1,"When hostilities began, Russia sent a volley of cruise and ballistic missiles towards Ukraine’s air bases in an attempt to ground its planes and air-defence systems. That effort failed"
625,The Economist,10-Mar,1,"Escalation to a broader war with NATO allies which could involve nuclear weapons is “far from inevitable”, says "
626,The Economist,10-Mar,1,"Russia’s invasion of Ukraine is unleashing the biggest commodity shock since the 1970s, and one of the worst disruptions to wheat supplies since the first world war"
627,The Economist,9-Mar,1,"Unless it receives urgent help, Moldova faces a catastrophe from the influx of refugees from Ukraine"
628,The Economist,10-Mar,1,It would hardly be surprising if the current surge in oil prices foreshadowed a downturn in economic growth. Yet the relationship between oil and the economy is no iron law
629,The Economist,10-Mar,1,"When Vladimir Putin ordered the invasion of Ukraine, he dreamed of restoring the glory of the Russian empire. He has ended up restoring the terror of Josef Stalin"
630,The Economist,10-Mar,1,"War in Ukraine will affect the food security not only of those in besieged towns, but also in countries that depend on Russia’s and Ukraine’s agricultural exports"
631,The Economist,10-Mar,1,Vladimir Putin has plunged Russia not only into war but also economic chaos. 
632,The Economist,10-Mar,0,"China won’t endorse Russia’s war in Ukraine, but it also won’t condemn it. Whose side is China really on? Our expert discusses China’s stance on the conflict https://econ.st/3I4w92m"
633,The Economist,10-Mar,0,India’s abstentions on Russia are shaped by past habits and current priorities
634,The Economist,10-Mar,1,"A drop in maize shipments from Ukraine, the world’s fourth-largest exporter, could hurt Egypt, which gets 26% of its maize imports from there"
635,The Economist,10-Mar,1,"Russia needs an economic and financial lifeline. China’s assistance to Russia is likely to be half-hearted, however"
636,The Economist,9-Mar,0,"Russia’s failure to take out Ukrainian air defences “is becoming a serious hindrance”, says Rob Lee of King’s College London, and will probably be regarded as one of the “key mistakes” of this war"
637,The Economist,9-Mar,0,"Since Russia invaded Ukraine on February 24th, some 260,000 Ukrainians have entered Moldova and around 101,000 of them are still there"
638,The Economist,10-Mar,0,"China wants to see Russia survive these sanctions, to teach America and allies that they are not a magic weapon, but is anxious to limit collateral damage to Chinese interests"
639,The Economist,9-Mar,0,"Three Cs explain the trend: conflict, climate and covid-19"
640,The Economist,9-Mar,1,"If Russian oil becomes untouchable, oil executives have speculated that crude could hit $200 a barrel this year"
641,The Economist,10-Mar,2,"All told, Sino-Russian financial links appear weaker than Russia might hope"
642,The Economist,10-Mar,1,"The truth is sinking in that, by attacking Ukraine, Vladimir Putin has committed a catastrophic error. As the scale of his failure becomes clear, Russia will enter the most dangerous moment in this conflict"
